mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
3	3	9	9	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	27										
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	28										
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	29										
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	30										
3	3	8	8	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	31										
3	3	9	9	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	32										
3	3	10	10	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	33										
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	34										
3	3	11	11	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	35										
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	36										
3	3	8	8	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5		
3	3	8	8	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	37										
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
3	3	9	9	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	38										
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7		
3	3	10	10	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	39										
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	40										
4	4	13	13	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	41										
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	42										
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	43										
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	44										
4	4	12	12	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	45										
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	46										
4	4	13	13	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	47										
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	48										
4	4	14	14	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	49										
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	50										
4	4	15	15	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	51										
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	52										
4	4	12	12	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7		
4	4	12	12	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	53										
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7		
4	4	14	14	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	54										
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	55										
5	5	17	17	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	56										
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	57										
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	58										
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	59										
5	5	16	16	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	60										
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	61										
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	62										
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	63										
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	64										
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	65										
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	66										
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	67										
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7		
5	5	16	16	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	68										
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7		
5	5	18	18	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	69										
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	70										
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	71										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	72										
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	73										
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	74										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	75										
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	76										
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	77										
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	78										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	79										
6	6	23	23	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	80										
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	81										
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7		
6	6	20	20	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	82										
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	83										
6	6	23	23	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	84										
6	6	47/2	47/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	6		
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	85										
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	86										
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	87										
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	88										
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	89										
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	90										
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	91										
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	92										
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7		
7	7	24	24	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	93										
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/2	#		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	94										
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	95										
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	96										
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	97										
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98										
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	99										
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	100										
8	8	28	28	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	101										
8	8	29	29	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	102										
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	6		
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	103										
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
8	8	31	31	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	104										
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	105										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	106										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	107										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	108										
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	109										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	110										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	111										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	112										
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	113										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	114										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	115										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	116										
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	117										
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	#		
9	9	33	33	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	118										
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	6		
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	119										
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
9	9	35	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	120										
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	121										
10	10	37	37	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	122										
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	123										
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	124										
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	125										
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	126										
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	127										
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	128										
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	129										
10	10	38	38	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	130										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	131										
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	132										
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	133										
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5		
10	10	36	36	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	134										
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	135										
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6	#	
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	136										
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	137										
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	138										
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	139										
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	140										
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	141										
11	11	40	40	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	142										
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	143										
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	144										
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7		
11	11	40	40	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	145										
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	#		
11	11	42	42	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	146										
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
11	11	43	43	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	147										
12	12	44	44	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	148										
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	149										
12	12	46	46	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	150										
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	151										
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	152										
12	12	45	45	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	153										
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	154										
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	155										
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	156										
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	9		
12	12	44	44	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	157										
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	8		
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7		
12	12	46	46	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	158										
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
13	13	48	48	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	159										
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	160										
13	13	50	50	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	161										
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	162										
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	163										
13	13	49	49	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	164										
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	165										
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	166										
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	167										
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	168										
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	6	5	
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	169										
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	5		
13	13	49	49	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	170										
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	9\		
13	13	50	50	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	171										
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	8		
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	172										
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	173										
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	174										
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	175										
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	176										
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	177										
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	178										
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	179										
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	180										
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	181										
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5	4	
14	14	52	52	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	182										
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	#		
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/2	h		
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	183										
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	184										
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	185										
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	186										
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	187										
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	188										
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	189										
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	190										
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	191										
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	192										
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	193										
15	15	56	56	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	194										
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	195										
15	15	56	56	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	196										
15	15	58	58	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	197										
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	198										
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	199										
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	200										
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	201										
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	202										
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	203										
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	204										
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	205										
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	206										
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	207										
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	208										
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	209										
16	16	60	60	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	210										
16	16	62	62	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	211										
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	212										
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	213										
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	214										
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	215										
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	216										
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	217										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	218										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	219										
17	17	64	64	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	220										
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	221										
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	222										
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	223										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	224										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	225										
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	226										
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	227										
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	228										
17	17	64	64	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	229										
17	17	66	66	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	230										
17	17	67	67	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	231										
18	18	68	68	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	232										
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	233										
18	18	70	70	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	234										
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	235										
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	236										
18	18	70	70	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	237										
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	238										
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	239										
18	18	69	69	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	240										
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	241										
18	18	68	68	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5	4	
18	18	68	68	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	242										
18	18	69	69	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	3		
18	18	69	69	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	243										
18	18	70	70	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	244										
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	245										
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	246										
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	247										
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	248										
19	19	74	74	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	249										
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	250										
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	251										
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	252										
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	253										
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	254										
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	255										
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	256										
19	19	73	73	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	257										
