mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
24	24	69	69	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	260					
24	24	71	71	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	5		
24	24	71	71	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	261					
25	25	72	72	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	262					
25	25	73	73	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	263					
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	264					
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	265					
25	25	73	73	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	266					
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	267					
25	25	72	72	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	7		
25	25	72	72	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	268					
25	25	73	73	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/2	5	4#	
25	25	73	73	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	269					
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	270					
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	271					
26	26	75	75	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	272					
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	273					
26	26	75	75	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	274					
26	26	77	77	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	275					
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	276					
27	27	79	79	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	277					
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	278					
27	27	79	79	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	279					
27	27	78	78	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	280					
27	27	79	79	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/2	6+		
27	27	79	79	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	281					
28	28	81	81	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	282					
28	28	81	81	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	283					
28	28	81	81	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	#		
28	28	81	81	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	284					
