mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	132					
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	133					
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	134					5
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	135					
6	6	21	21	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	136					
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	137					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	138					
6	6	20	20	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	139					
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	140					
6	6	21	21	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	141					
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	142					
6	6	22	22	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	143					
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	144					
6	6	23	23	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	145					
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	146					
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	9		
6	6	20	20	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	147					
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	148					
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	5		
6	6	21	21	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	149					
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	150					
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	9		
6	6	22	22	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	151					
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	152					
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6		
6	6	23	23	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	153					
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	154					
7	7	24	24	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	155					6
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	156					
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	157					7
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	158					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	159					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	160					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	161					
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	162					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	163					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	164					
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	165					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	166					
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	167					
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	168					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	169					
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	170					
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	5	
7	7	24	24	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	171					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	172					
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	#		
7	7	25	25	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	173					
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	174					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	175					
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	176					
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	177					
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	178					8
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	179					
8	8	29	29	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	180					
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	181					9
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	182					
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	183					
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	184					10
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	185					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	186					
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	187					
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	188					11
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	189					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	190					
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	191					
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	192					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	193					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	194					
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	7		
8	8	28	28	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	195					
8	8	59/2	59/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	5		
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	196					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5	4	
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	197					
8	8	63/2	63/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	3		
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	198					
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	199					
9	9	33	33	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	200					
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	201					12
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	202					12
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	203					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	204					
9	9	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	205					
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	206					13
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	207					13
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	208					
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	209					
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	210					14
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	211					
9	9	33	33	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	212					
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	213					15
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	214					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	215					
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	216					
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	217					
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	218					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	219					
9	9	35	35	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	220					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	221					
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5	4	
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	222					
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	5	3	
9	9	33	33	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	223					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	9		
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	224					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	225					
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6		
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	226					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	227					
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	228					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	229					
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	230					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	231					
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	232					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	233					
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	234					
10	10	37	37	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	235	ornamentTrill				
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	236					
10	10	38	38	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	237					
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	238					
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	239					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	240					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	241					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	242					
10	10	38	38	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	243					
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	244					
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	5	4	
10	10	36	36	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	245					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	246					
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	5	4	
10	10	37	37	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	247					
10	10	75/2	75/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	#		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	248					
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5		
10	10	38	38	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	249					
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6		
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	250					
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	251					
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	252					16
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	253					
11	11	41	41	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	254					
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	255					
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	256					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	257					
11	11	40	40	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	258					
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	259					17
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	260					
