mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	system_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	282					
29	29	86	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	283					
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	284					
29	29	84	84	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	285					
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	286					
29	29	85	85	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	287					
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	288					
29	29	86	86	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	289					
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	290					
29	29	84	84	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	291					
29	29	84	84	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
29	29	84	84	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	292					
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	293					
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	294					
30	30	88	88	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	295					
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	296					
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	297					
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	298					
30	30	87	87	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	299					
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	300					
30	30	88	88	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	301					
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	302					
30	30	89	89	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	303					
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	304					
30	30	87	87	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	305					
30	30	87	87	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	6	4	
30	30	87	87	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	306					
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	307					
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	308					
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	309					
31	31	90	90	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	310					
31	31	92	92	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	311					
31	31	90	90	0.0	0	0	FiguredBass	3/4	4	1	0					1/4	#		
31	31	90	90	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	312					
31	31	92	92	0.0	1/2	1/2	FiguredBass	3/4	4	1	0					1/4	6		
31	31	92	92	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	313					
32	32	93	93	0.0	0	0	SystemText	3/4	1	1	0				Adagio				
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	314					
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	315					
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	316					
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	317					
32	32	93	93	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	318					
32	32	95	95	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	319					
32	32	93	93	0.0	0	0	FiguredBass	3/4	4	1	0					1/4	b6		
32	32	93	93	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	320					
32	32	94	94	0.0	1/4	1/4	FiguredBass	3/4	4	1	0					1/4	5		
32	32	95	95	0.0	1/2	1/2	FiguredBass	3/4	4	1	0					1/4	#		
32	32	95	95	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	321					
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	322					
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	323					
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	324					
33	33	96	96	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	325					
33	33	96	96	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	326					
33	33	97	97	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	327					
33	33	98	98	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	328					
33	33	96	96	0.0	0	0	FiguredBass	3/4	4	1	0					1/4	6		
33	33	96	96	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	329					
33	33	97	97	0.0	1/4	1/4	FiguredBass	3/4	4	1	0					1/4	6	4	
33	33	97	97	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	330					
33	33	98	98	0.0	1/2	1/2	FiguredBass	3/4	4	1	0					1/4	6	5	
33	33	98	98	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	331					
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	332					
34	34	100	100	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	333					
34	34	99	99	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	334					
34	34	100	100	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	335					
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	336					
34	34	99	99	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	337					
34	34	100	100	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	338					
34	34	99	99	0.0	0	0	FiguredBass	3/4	4	1	0					1/4	6	4	
34	34	99	99	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	339					
34	34	100	100	0.0	1/4	1/4	FiguredBass	3/4	4	1	0					3/8	5\	4	
34	34	100	100	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	340					
34	34	203/2	203/2	0.0	5/8	5/8	FiguredBass	3/4	4	1	0					1/8	#		
35	35	102	102	0.0	0	0	SystemText	3/4	1	1	0				Allegro				
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	341					
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	342					
35	35	103	103	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	343					
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	344					
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	345					
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	346					
35	35	102	102	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	347					
35	35	102	102	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	348					
35	35	102	102	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	b		
35	35	102	102	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	349					
36	36	105	105	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	350					
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	351					
36	36	106	106	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	352					
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	353					
36	36	107	107	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	354					
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	355					
36	36	105	105	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	356					
36	36	105	105	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
36	36	105	105	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	357					
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	358					
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	359					
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	360					
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	361					
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	362					
37	37	108	108	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	363					
37	37	108	108	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	364					
37	37	108	108	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
37	37	108	108	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	365					
38	38	111	111	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	366					
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	367					
38	38	112	112	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	368					
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	369					
38	38	113	113	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	370					
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	371					
38	38	111	111	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	372					
38	38	111	111	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
38	38	111	111	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	373					
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	374					
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	375					
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	376					
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	377					
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	378					
39	39	114	114	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	379					
39	39	114	114	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	380					
39	39	114	114	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
39	39	114	114	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	381					
40	40	117	117	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	382					
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	383					
40	40	118	118	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	384					
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	385					
40	40	119	119	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	386					
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	387					
40	40	117	117	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	388					
40	40	117	117	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	389					
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	390					
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	391					
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	392					
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	393					
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	394					
41	41	120	120	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	395					
41	41	120	120	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	396					
41	41	120	120	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	397					
42	42	123	123	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	398					
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	399					
42	42	124	124	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	400					
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	401					
42	42	125	125	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	402					
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	403					
42	42	123	123	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	404					
42	42	123	123	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	405					
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	406					
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	407					
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	408					
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	409					
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	410					
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	411					
43	43	126	126	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	412					
43	43	126	126	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	413					
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	414					
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	415					
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	416					
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	417					
44	44	130	130	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	418					
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	419					
44	44	129	129	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	420					
44	44	129	129	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	421					
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	422					
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	423					
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	424					
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	425					
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	426					
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	427					
45	45	132	132	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	428					
45	45	132	132	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	429					
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	430					
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	431					
46	46	136	136	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	432					
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	433					
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	434					
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	435					
46	46	135	135	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	436					
46	46	135	135	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	437					
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	438					
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	439					
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	440					
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	441					
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	442					
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	443					
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	444					
47	47	139	139	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	445					
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	446					
47	47	140	140	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	447					
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	448					
47	47	138	138	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	449					
47	47	138	138	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	450					
48	48	141	141	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	451					
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	452					
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	453					
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	454					
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	455					
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	456					
48	48	141	141	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	457					
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	458					
48	48	142	142	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	459					
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	460					
48	48	143	143	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	461					
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	462					
48	48	141	141	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	463					
48	48	141	141	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	464					
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	465					
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	466					
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	467					
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	468					
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	469					
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	470					
49	49	144	144	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	471					
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	472					
49	49	145	145	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	473					
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	474					
49	49	146	146	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	475					
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	476					
49	49	144	144	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	477					
49	49	144	144	0.0	0	0	FiguredBass	3/4	4	1	0					1/2	#		
49	49	144	144	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	478					
50	50	147	147	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	479					
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	480					
50	50	147	147	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	481					
50	50	147	147	0.0	0	0	FiguredBass	3/4	4	1	0					1/4	#		
50	50	147	147	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	482					
51	51	150	150	0.0	0	0	SystemText	4/4	1	1	0				Adagio				
51	51	151	151	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	483					
51	51	152	152	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	484					
51	51	305/2	305/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	485					0
51	51	611/4	611/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	486					
51	51	153	153	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	487					
51	51	152	152	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	488					
51	51	307/2	307/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	489					1
51	51	615/4	615/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	490					
51	51	151	151	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	491					
51	51	152	152	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	492					
51	51	153	153	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	493					
51	51	151	151	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6		
51	51	151	151	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	494					
51	51	152	152	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	9		
51	51	152	152	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	495					
51	51	153	153	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6		
51	51	153	153	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	496					
52	52	154	154	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	497					
52	52	309/2	309/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	498					
52	52	155	155	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	499					
52	52	156	156	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	500					
52	52	313/2	313/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	501					
52	52	157	157	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	502					
52	52	154	154	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	503					
52	52	311/2	311/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	504					2
52	52	623/4	623/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	505					
52	52	156	156	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	506					
52	52	315/2	315/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	507					3
52	52	631/4	631/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	508					
52	52	154	154	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	509					
52	52	155	155	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	510					
52	52	156	156	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	511					
52	52	157	157	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	512					
52	52	154	154	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	5	
52	52	154	154	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	513					
52	52	155	155	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	514					
52	52	156	156	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	5	
52	52	156	156	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	515					
52	52	157	157	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	5		
52	52	157	157	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	516					
53	53	158	158	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	517					
53	53	317/2	317/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	518					
53	53	159	159	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	519					
53	53	161	161	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	520					
53	53	158	158	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	521					
53	53	159	159	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	522					
53	53	160	160	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	523					
53	53	158	158	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	524					
53	53	319/2	319/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	525					
53	53	160	160	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	526					
53	53	158	158	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	9	h	
53	53	158	158	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	527					
53	53	159	159	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	8	b	
53	53	319/2	319/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	7b	5	
53	53	319/2	319/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	528					
53	53	160	160	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5	4	
53	53	160	160	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	529					
53	53	161	161	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	#		
54	54	162	162	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	530					
54	54	162	162	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	531					
54	54	162	162	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	532					
54	54	162	162	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	533					
