mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	41										
3	3	10	10	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	42										
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	43										
3	3	8	8	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	44										
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	45										
3	3	10	10	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	46										
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	47										
3	3	8	8	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	7			
3	3	8	8	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	48										
3	3	17/2	17/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/4	6			
3	3	19/2	19/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									1/8	6			
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	49										
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	7			
3	3	10	10	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	50										
3	3	21/2	21/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0									1/4	6			
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	51										
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	52										
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	53										
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	54										
4	4	13	13	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	55										
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	56										
4	4	14	14	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	57										
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	58										
4	4	12	12	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	59										
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	60										
4	4	14	14	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	61										
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	62										
4	4	12	12	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	63										
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	64										
4	4	14	14	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	65										
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	66										
4	4	12	12	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	7			
4	4	12	12	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	67										
4	4	25/2	25/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/4	6			
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	68										
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									3/8	#			
4	4	14	14	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	69										
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	70										
5	5	16	16	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	71										
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	72										
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	73										
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	74										
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	75										
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	76										
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	77										
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	78										
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	79										
5	5	18	18	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	80										
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	81										
5	5	16	16	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	82										
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	83										
5	5	18	18	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	84										
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	85										
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	7			
5	5	16	16	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	86										
5	5	33/2	33/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/8	6			
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	5			
5	5	17	17	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	87										
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									3/8	5	4		
5	5	18	18	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	88										
5	5	39/2	39/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	3			
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	89										
6	6	20	20	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	90										
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	91										
6	6	21	21	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	92										
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	93										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	94										
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	95										
6	6	20	20	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	96										
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	97										
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	98										
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	99										1
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	100										
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	101										
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	102										
6	6	20	20	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	103										
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	104										
6	6	22	22	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	105										
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	106										
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0									3/8	6	#		
6	6	20	20	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	107										
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	108										
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	9			
6	6	22	22	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	109										
6	6	45/2	45/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0									1/4	8			
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	110										
7	7	24	24	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	111										2
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	112										
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	113										
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	114										
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	115										3
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	116										
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	117										
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	118										
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	119										
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	120										
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	121										
7	7	24	24	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	122										
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	123										
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	124										
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	125										
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	7			
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	126										
7	7	49/2	49/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/8	6			
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	5			
7	7	25	25	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	127										
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	4			
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	128										
7	7	53/2	53/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0									1/8	3			
7	7	55/2	55/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	6			
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	129										
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	130										
8	8	29	29	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	131										
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	132										
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	133										
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	134										
8	8	28	28	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	135										4
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	136										
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	137										5
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	138										
8	8	29	29	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	139										
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	140										
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	141										
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	142										
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	143										
8	8	29	29	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	144										
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	145										
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	146										
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	6	5		
8	8	28	28	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	147										
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									3/16	5	4		
8	8	29	29	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	148										
8	8	119/4	119/4	0.0	7/16	7/16	FiguredBass	4/4	4	1	0									1/16	#			
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	149										
8	8	31	31	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	150										
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	151										
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	152										
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	153										
9	9	33	33	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	154										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	155										
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	156										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	157										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	158										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	159										
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	6	5	h	
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	160										
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	5			
9	9	33	33	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	161										
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	9			
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	162										
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	6			
9	9	35	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	163										
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	164										
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	165										
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	166										
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	167										
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	168										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	169										
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	170										
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	171										
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	172										
10	10	38	38	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	173										
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	174										
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	6	5		
10	10	36	36	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	175										
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	5			
10	10	37	37	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	176										
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	9			
10	10	38	38	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	177										
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	8			
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	178										
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	179										
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	180										
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	181										
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	182										
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	183										
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	184										
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	185										
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	186										
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	5	4		
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	187										
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	#			
11	11	41	41	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	188										
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	189										
