mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
15	15	86	86	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	125										
15	15	84	84	4.0	0	0	Chord	3/2	2	1	1	1	1	126										
15	15	88	88	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	127										
15	15	84	84	4.0	0	0	Chord	3/2	3	1	1	1	1	128										
15	15	88	88	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	129										
15	15	84	84	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	5			
15	15	84	84	4.0	0	0	Chord	3/2	4	1	1	1	1	130										
15	15	86	86	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	6			
15	15	88	88	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	6			
15	15	88	88	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	131										
16	16	90	90	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	132										
16	16	92	92	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	133										
16	16	95	95	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	134										
16	16	90	90	4.0	0	0	Chord	3/2	2	1	1	1	1	135										
16	16	94	94	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	136										
16	16	90	90	4.0	0	0	Chord	3/2	3	1	1	1	1	137										
16	16	94	94	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	138										
16	16	90	90	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	7			
16	16	90	90	4.0	0	0	Chord	3/2	4	1	1	1	1	139										
16	16	92	92	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	6\			
16	16	94	94	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	7	#		
16	16	94	94	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	140										
17	17	96	96	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	141										
17	17	98	98	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	142										
17	17	100	100	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	143										
17	17	96	96	4.0	0	0	Chord	3/2	2	1	1	1	1	144										
17	17	100	100	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	145										
17	17	96	96	4.0	0	0	Chord	3/2	3	1	1	1	1	146										
17	17	100	100	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	147										
17	17	96	96	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	5			
17	17	96	96	4.0	0	0	Chord	3/2	4	1	1	1	1	148										
17	17	98	98	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	6b			
17	17	100	100	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	149										
18	18	102	102	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	150										
18	18	104	104	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	151										
18	18	102	102	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	152										
18	18	104	104	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	153										
18	18	102	102	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	154										
18	18	104	104	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	155										
18	18	102	102	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	6			
18	18	102	102	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	156										
18	18	104	104	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1	6			
18	18	104	104	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	157										
19	19	108	108	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	158										
19	19	108	108	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	159										
19	19	110	110	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	160										
19	19	108	108	4.0	0	0	Chord	3/2	3	1	1	1	1	161										
19	19	112	112	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	162										
19	19	108	108	0.0	0	0	FiguredBass	3/2	4	1	0									1	#			
19	19	108	108	4.0	0	0	Chord	3/2	4	1	1	1	1	163										
19	19	112	112	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	6			
19	19	112	112	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	164										
20	20	114	114	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	165										
20	20	114	114	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	166										
20	20	116	116	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	167										0
20	20	117	117	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	168										
20	20	118	118	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	169										1
20	20	119	119	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	170										
20	20	114	114	4.0	0	0	Chord	3/2	3	1	1	1	1	171										
20	20	118	118	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	172										
20	20	114	114	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	9	b		
20	20	114	114	4.0	0	0	Chord	3/2	4	1	1	1	1	173										
20	20	116	116	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	8			
20	20	118	118	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	6			
20	20	118	118	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	174										
21	21	120	120	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	175										
21	21	122	122	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	176										2
21	21	123	123	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	177										
21	21	124	124	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	178										3
21	21	125	125	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	179										
21	21	120	120	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	180										
21	21	120	120	4.0	0	0	Chord	3/2	3	1	1	1	1	181										
21	21	124	124	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	182										
21	21	120	120	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	b9	#		
21	21	120	120	4.0	0	0	Chord	3/2	4	1	1	1	1	183										
21	21	122	122	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	8			
21	21	124	124	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	184										
22	22	126	126	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	185										
22	22	128	128	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	186										
22	22	130	130	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	187										
22	22	126	126	4.0	0	0	Chord	3/2	2	1	1	1	1	188										
22	22	130	130	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	189										
22	22	126	126	4.0	0	0	Chord	3/2	3	1	1	1	1	190										
22	22	130	130	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	191										
22	22	126	126	4.0	0	0	Chord	3/2	4	1	1	1	1	192										
22	22	130	130	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	b7	5	h	
22	22	130	130	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	193										
23	23	132	132	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	194										
23	23	134	134	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	195										
23	23	132	132	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	196										
23	23	134	134	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	197										
23	23	136	136	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	198										
23	23	132	132	4.0	0	0	Chord	3/2	3	1	1	1	1	199										
23	23	136	136	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	200										
23	23	132	132	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	9	h		
23	23	132	132	4.0	0	0	Chord	3/2	4	1	1	1	1	201										
23	23	134	134	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	8			
23	23	136	136	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	202										
24	24	138	138	4.0	0	0	Chord	3/2	1	1	1	1	1	203										
24	24	142	142	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	204										
24	24	138	138	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	205										
24	24	140	140	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	206										
24	24	142	142	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	207										
24	24	138	138	4.0	0	0	Chord	3/2	3	1	1	1	1	208										
24	24	142	142	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	209										
24	24	138	138	0.0	0	0	FiguredBass	3/2	4	1	0									1	7	#		
24	24	138	138	4.0	0	0	Chord	3/2	4	1	1	1	1	210										
24	24	142	142	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	5			
24	24	142	142	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	211										
25	25	144	144	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	212										
25	25	144	144	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	213										
25	25	146	146	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	214										
25	25	149	149	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	215										
25	25	144	144	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	216										
25	25	146	146	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	217										
25	25	144	144	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	6	5	b	
25	25	144	144	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	218										
25	25	146	146	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	5	4		
25	25	146	146	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	219										
25	25	148	148	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	#			
26	26	150	150	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	220										
26	26	152	152	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	221										
26	26	150	150	4.0	0	0	Chord	3/2	2	1	1	1	1	222										
26	26	150	150	4.0	0	0	Chord	3/2	3	1	1	1	1	223										
26	26	154	154	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	224										
26	26	150	150	4.0	0	0	Chord	3/2	4	1	1	1	1	225										
26	26	154	154	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	6			
26	26	154	154	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	226										
27	27	156	156	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	227										
27	27	158	158	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	228										4
27	27	159	159	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	229										
27	27	160	160	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	230										5
27	27	161	161	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	231										
27	27	156	156	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	232										
27	27	156	156	4.0	0	0	Chord	3/2	3	1	1	1	1	233										
27	27	160	160	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	234										
27	27	156	156	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	9	b		
27	27	156	156	4.0	0	0	Chord	3/2	4	1	1	1	1	235										
27	27	158	158	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	8			
27	27	160	160	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	6	b		
27	27	160	160	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	236										
28	28	162	162	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	237										
28	28	162	162	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	238										
28	28	164	164	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	239										6
28	28	165	165	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	240										
28	28	166	166	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	241										7
28	28	167	167	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	242										
28	28	162	162	4.0	0	0	Chord	3/2	3	1	1	1	1	243										
28	28	166	166	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	244										
28	28	162	162	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	b9	h		
28	28	162	162	4.0	0	0	Chord	3/2	4	1	1	1	1	245										
28	28	164	164	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	8			
28	28	166	166	0.0	1	1	FiguredBass	3/2	4	1	0									1/4	b6	h		
28	28	166	166	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	246										
28	28	167	167	0.0	5/4	5/4	FiguredBass	3/2	4	1	0									1/4	5			
29	29	168	168	4.0	0	0	Chord	3/2	1	1	1	1	1	247										
29	29	172	172	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	248										
29	29	168	168	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	249										
29	29	170	170	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	250										
29	29	172	172	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	251										
29	29	168	168	4.0	0	0	Chord	3/2	3	1	1	1	1	252										
29	29	172	172	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	253										
29	29	168	168	0.0	0	0	FiguredBass	3/2	4	1	0									1	b			
29	29	168	168	4.0	0	0	Chord	3/2	4	1	1	1	1	254										
29	29	172	172	0.0	1	1	FiguredBass	3/2	4	1	0									1/2	7	h		
29	29	172	172	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	255										
30	30	174	174	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	256										
30	30	176	176	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	257										
30	30	178	178	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	258										
30	30	174	174	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	259										
30	30	176	176	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	260										
30	30	174	174	4.0	0	0	Chord	3/2	3	1	1	1	1	261										
30	30	178	178	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	262										
30	30	174	174	0.0	0	0	FiguredBass	3/2	4	1	0									1/2	9	h		
30	30	174	174	4.0	0	0	Chord	3/2	4	1	1	1	1	263										
30	30	176	176	0.0	1/2	1/2	FiguredBass	3/2	4	1	0									1/2	8			
30	30	178	178	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	264										
31	31	180	180	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	265										
31	31	182	182	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	266										
31	31	184	184	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	267										
31	31	180	180	4.0	0	0	Chord	3/2	2	1	1	1	1	268										
31	31	184	184	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	269										
31	31	180	180	4.0	0	0	Chord	3/2	3	1	1	1	1	270										
31	31	184	184	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	271										
