mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
4	4	22	22	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	27					
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	28					0
5	5	26	26	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	29					
5	5	28	28	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	30					
5	5	24	24	4.0	0	0	Chord	3/2	2	1	1	1	1	31					
5	5	28	28	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	32					
5	5	24	24	4.0	0	0	Chord	3/2	3	1	1	1	1	33					
5	5	28	28	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	34					
5	5	24	24	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7			
5	5	24	24	4.0	0	0	Chord	3/2	4	1	1	1	1	35					
5	5	26	26	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	6			
5	5	28	28	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	6	b		
5	5	28	28	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	36					
6	6	30	30	4.0	0	0	Chord	3/2	1	1	1	1	1	37					
6	6	34	34	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	38					
6	6	30	30	4.0	0	0	Chord	3/2	2	1	1	1	1	39					
6	6	34	34	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	40					
6	6	30	30	4.0	0	0	Chord	3/2	3	1	1	1	1	41					
6	6	34	34	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	42					
6	6	30	30	0.0	0	0	FiguredBass	3/2	4	1	0				1	7	#		
6	6	30	30	4.0	0	0	Chord	3/2	4	1	1	1	1	43					
6	6	34	34	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	5			
6	6	34	34	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	44					
7	7	36	36	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	45					
7	7	38	38	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	46					
7	7	36	36	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	47					
7	7	38	38	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	48					
7	7	41	41	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	49					
7	7	36	36	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	50					
7	7	38	38	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	51					
7	7	36	36	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7	b		
7	7	36	36	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	52					
7	7	38	38	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	5	4		
7	7	38	38	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	53					
7	7	41	41	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	#			
8	8	42	42	4.0	0	0	Chord	3/2	1	1	1	1	1	54					
8	8	46	46	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	55					
8	8	42	42	4.0	0	0	Chord	3/2	2	1	1	1	1	56					
8	8	46	46	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	57					
8	8	42	42	4.0	0	0	Chord	3/2	3	1	1	1	1	58					
8	8	46	46	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	59					
8	8	42	42	4.0	0	0	Chord	3/2	4	1	1	1	1	60					
8	8	46	46	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	61					
9	9	48	48	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	62					
9	9	51	51	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	63					
9	9	52	52	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	64					
9	9	53	53	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	65					
9	9	48	48	4.0	0	0	Chord	3/2	2	1	1	1	1	66					
9	9	52	52	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	67					
9	9	48	48	4.0	0	0	Chord	3/2	3	1	1	1	1	68					
9	9	52	52	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	69					
9	9	48	48	0.0	0	0	FiguredBass	3/2	4	1	0				1	6			
9	9	48	48	4.0	0	0	Chord	3/2	4	1	1	1	1	70					
9	9	52	52	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	5b			
9	9	52	52	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	71					
10	10	54	54	4.0	0	0	Chord	3/2	1	1	1	1	1	72					
10	10	58	58	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	73					
10	10	54	54	4.0	0	0	Chord	3/2	2	1	1	1	1	74					
10	10	58	58	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	75					
10	10	54	54	4.0	0	0	Chord	3/2	3	1	1	1	1	76					
10	10	58	58	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	77					
10	10	54	54	4.0	0	0	Chord	3/2	4	1	1	1	1	78					
10	10	58	58	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	6			
10	10	58	58	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	79					
11	11	60	60	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	80					1
11	11	62	62	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	81					
11	11	64	64	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	82					
11	11	60	60	4.0	0	0	Chord	3/2	2	1	1	1	1	83					
11	11	64	64	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	84					
11	11	60	60	4.0	0	0	Chord	3/2	3	1	1	1	1	85					
11	11	64	64	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	86					
11	11	60	60	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7			
11	11	60	60	4.0	0	0	Chord	3/2	4	1	1	1	1	87					
11	11	62	62	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	6			
11	11	64	64	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	6			
11	11	64	64	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	88					
12	12	66	66	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	89					2
12	12	68	68	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	90					
12	12	70	70	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	91					
12	12	66	66	4.0	0	0	Chord	3/2	2	1	1	1	1	92					
12	12	70	70	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	93					
12	12	66	66	4.0	0	0	Chord	3/2	3	1	1	1	1	94					
12	12	70	70	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	95					
12	12	66	66	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7			
12	12	66	66	4.0	0	0	Chord	3/2	4	1	1	1	1	96					
12	12	68	68	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	6b			
12	12	70	70	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	6			
12	12	70	70	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	97					
13	13	72	72	4.0	0	0	Chord	3/2	1	1	1	1	1	98					
13	13	76	76	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	99					
13	13	72	72	4.0	0	0	Chord	3/2	2	1	1	1	1	100					
13	13	76	76	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	101					
13	13	72	72	4.0	0	0	Chord	3/2	3	1	1	1	1	102					
13	13	76	76	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	103					
13	13	72	72	0.0	0	0	FiguredBass	3/2	4	1	0				1	b7			
13	13	72	72	4.0	0	0	Chord	3/2	4	1	1	1	1	104					
13	13	76	76	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	5			
13	13	76	76	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	105					
14	14	78	78	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	106					
14	14	80	80	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	107					
14	14	78	78	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	108					
14	14	80	80	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	109					
14	14	83	83	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	110					
14	14	78	78	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	111					
14	14	80	80	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	112					
14	14	78	78	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7	5		
14	14	78	78	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	113					
14	14	80	80	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	5	4		
14	14	80	80	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	114					
14	14	83	83	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	3			
15	15	84	84	4.0	0	0	Chord	3/2	1	1	1	1	1	115					
15	15	88	88	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	116					
15	15	84	84	4.0	0	0	Chord	3/2	2	1	1	1	1	117					
15	15	88	88	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	118					
15	15	84	84	4.0	0	0	Chord	3/2	3	1	1	1	1	119					
15	15	88	88	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	120					
15	15	84	84	4.0	0	0	Chord	3/2	4	1	1	1	1	121					
15	15	88	88	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	122					
16	16	90	90	4.0	0	0	Chord	3/2	1	1	1	1	1	123					
16	16	94	94	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	124					
16	16	90	90	4.0	0	0	Chord	3/2	2	1	1	1	1	125					
16	16	94	94	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	126					
16	16	90	90	4.0	0	0	Chord	3/2	3	1	1	1	1	127					
16	16	94	94	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	128					
16	16	90	90	0.0	0	0	FiguredBass	3/2	4	1	0				1	6			
16	16	90	90	4.0	0	0	Chord	3/2	4	1	1	1	1	129					
16	16	94	94	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	130					
17	17	96	96	4.0	0	0	Chord	3/2	1	1	1	1	1	131					
17	17	100	100	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	132					
17	17	96	96	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	133					3
17	17	98	98	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	134					
17	17	100	100	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	135					
17	17	96	96	4.0	0	0	Chord	3/2	3	1	1	1	1	136					
17	17	100	100	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	137					
17	17	96	96	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7			
17	17	96	96	4.0	0	0	Chord	3/2	4	1	1	1	1	138					
17	17	98	98	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	6			
17	17	100	100	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	6	b		
17	17	100	100	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	139					
18	18	102	102	4.0	0	0	Chord	3/2	1	1	1	1	1	140					
18	18	106	106	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	141					
18	18	102	102	4.0	0	0	Chord	3/2	2	1	1	1	1	142					
18	18	106	106	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	143					
18	18	102	102	4.0	0	0	Chord	3/2	3	1	1	1	1	144					
18	18	106	106	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	145					
18	18	102	102	0.0	0	0	FiguredBass	3/2	4	1	0				1	#			
18	18	102	102	4.0	0	0	Chord	3/2	4	1	1	1	1	146					
18	18	106	106	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	147					
19	19	108	108	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	148					4
19	19	110	110	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	149					
19	19	112	112	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	150					
19	19	108	108	4.0	0	0	Chord	3/2	2	1	1	1	1	151					
19	19	112	112	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	152					
19	19	108	108	4.0	0	0	Chord	3/2	3	1	1	1	1	153					
19	19	112	112	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	154					
19	19	108	108	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	5	4		
19	19	108	108	4.0	0	0	Chord	3/2	4	1	1	1	1	155					
19	19	110	110	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	3			
19	19	112	112	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	5			
19	19	112	112	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	156					
20	20	114	114	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	157					5
20	20	116	116	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	158					
20	20	118	118	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	159					
20	20	114	114	4.0	0	0	Chord	3/2	2	1	1	1	1	160					
20	20	118	118	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	161					
20	20	114	114	4.0	0	0	Chord	3/2	3	1	1	1	1	162					
20	20	118	118	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	163					
20	20	114	114	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	9			
20	20	114	114	4.0	0	0	Chord	3/2	4	1	1	1	1	164					
20	20	116	116	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	8			
20	20	118	118	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	6			
20	20	118	118	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	165					
21	21	120	120	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	166					
21	21	122	122	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	167					
21	21	125	125	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	168					
21	21	120	120	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	169					6
21	21	121	121	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	170					
21	21	122	122	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	171					
21	21	120	120	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	172					
21	21	122	122	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	173					
21	21	120	120	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	6	5	b	
21	21	120	120	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	174					
21	21	122	122	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	5	4		
21	21	122	122	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	175					
21	21	125	125	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	#			
22	22	126	126	4.0	0	0	Chord	3/2	1	1	1	1	1	176					
22	22	130	130	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	177					
22	22	126	126	4.0	0	0	Chord	3/2	2	1	1	1	1	178					
22	22	130	130	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	179					
22	22	126	126	4.0	0	0	Chord	3/2	3	1	1	1	1	180					
22	22	130	130	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	181					
22	22	126	126	4.0	0	0	Chord	3/2	4	1	1	1	1	182					
22	22	130	130	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	6			
22	22	130	130	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	183					
23	23	132	132	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	184					7
23	23	133	133	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	185					
23	23	134	134	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	186					
23	23	132	132	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	187					
23	23	134	134	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	188					
23	23	137	137	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	189					
23	23	132	132	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	190					
23	23	134	134	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	191					
23	23	132	132	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	6	5	b	
23	23	132	132	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	192					
23	23	134	134	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	5	4		
23	23	134	134	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	193					
23	23	137	137	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	#			
24	24	138	138	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	194					
24	24	138	138	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	195					
24	24	138	138	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	196					
24	24	138	138	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	197					
