mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
14	14	78	78	2.0	0	0	Chord	12/8	4	1	1/2	1/2	1	273						
14	14	80	80	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	274						
15	15	84	84	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	275						44
15	15	169/2	169/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	276						
15	15	85	85	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	277						
15	15	171/2	171/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	278						45
15	15	86	86	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	279						
15	15	173/2	173/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	280						
15	15	87	87	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	281						46
15	15	175/2	175/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	282						
15	15	88	88	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	283						
15	15	177/2	177/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	284						47
15	15	89	89	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	285						
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	286						
15	15	84	84	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	287						
15	15	86	86	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	288						
15	15	87	87	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	289						
15	15	84	84	2.0	0	0	Chord	12/8	3	1	1/2	1/2	1	290						
15	15	86	86	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	291						
15	15	87	87	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	292						
15	15	84	84	0.0	0	0	FiguredBass	12/8	4	1	0					1/2	6			
15	15	84	84	2.0	0	0	Chord	12/8	4	1	1/2	1/2	1	293						
15	15	86	86	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	294						
15	15	87	87	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	295						
16	16	90	90	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	296						48
16	16	181/2	181/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	297						
16	16	91	91	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	298						
16	16	183/2	183/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	299						49
16	16	92	92	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	300						
16	16	185/2	185/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	301						
16	16	93	93	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	302						50
16	16	187/2	187/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	303						
16	16	94	94	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	304						
16	16	189/2	189/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	305						
16	16	95	95	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	306						
16	16	191/2	191/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	307						
16	16	90	90	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	308						
16	16	91	91	1.0	1/4	1/4	Chord	12/8	2	1	1/4	1/4	1	309						
16	16	92	92	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	310						
16	16	93	93	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	311						
16	16	90	90	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	312						
16	16	91	91	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	313						
16	16	92	92	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	314						
16	16	93	93	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	315						
16	16	90	90	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	h6			
16	16	90	90	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	316						
16	16	91	91	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	7	#		
16	16	91	91	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	317						
16	16	92	92	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	318						
16	16	93	93	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
16	16	93	93	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	319						
17	17	96	96	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	320						51
17	17	193/2	193/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	321						
17	17	97	97	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	322						
17	17	195/2	195/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	323						52
17	17	98	98	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	324						
17	17	197/2	197/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	325						
17	17	99	99	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	326						53
17	17	199/2	199/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	327						
17	17	100	100	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	328						
17	17	201/2	201/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	329						54
17	17	101	101	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	330						
17	17	203/2	203/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	331						
17	17	96	96	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	332						
17	17	195/2	195/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	333						
17	17	98	98	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	334						
17	17	199/2	199/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	335						
17	17	96	96	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	336						
17	17	97	97	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	337						
17	17	98	98	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	338						
17	17	99	99	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	339						
17	17	96	96	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	6	5	#	
17	17	96	96	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	340						
17	17	97	97	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	#			
17	17	97	97	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	341						
17	17	98	98	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	342						
17	17	99	99	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
17	17	99	99	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	343						
18	18	102	102	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	344						55
18	18	205/2	205/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	345						
18	18	103	103	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	346						
18	18	207/2	207/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	347						56
18	18	104	104	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	348						
18	18	209/2	209/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	349						
18	18	105	105	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	350						
18	18	211/2	211/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	351						
18	18	106	106	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	352						
18	18	213/2	213/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	353						
18	18	107	107	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	354						
18	18	215/2	215/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	355						
18	18	102	102	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	356						
18	18	207/2	207/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	357						
18	18	104	104	1.0	1/2	1/2	Chord	12/8	2	1	1/4	1/4	1	358						
18	18	211/2	211/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	359						
18	18	102	102	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	360						
18	18	103	103	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	361						
18	18	104	104	1.0	1/2	1/2	Chord	12/8	3	1	1/4	1/4	1	362						
18	18	105	105	1.0	3/4	3/4	Chord	12/8	3	1	1/4	1/4	1	363						
18	18	102	102	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	364						
18	18	103	103	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	6	4		
18	18	103	103	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	365						
18	18	104	104	0.0	1/2	1/2	FiguredBass	12/8	4	1	0					1/4	6			
18	18	104	104	1.0	1/2	1/2	Chord	12/8	4	1	1/4	1/4	1	366						
18	18	105	105	0.0	3/4	3/4	FiguredBass	12/8	4	1	0					1/4	6			
18	18	105	105	1.0	3/4	3/4	Chord	12/8	4	1	1/4	1/4	1	367						
19	19	108	108	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	368						57
19	19	217/2	217/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	369						
19	19	109	109	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	370						
19	19	219/2	219/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	371						58
19	19	110	110	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	372						
19	19	221/2	221/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	373						
19	19	111	111	3.0	3/4	3/4	Chord	12/8	1	1	3/4	1/2	3/2	374						
19	19	108	108	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	375						
19	19	219/2	219/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	376						
19	19	110	110	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	377						
19	19	108	108	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	378						
19	19	109	109	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	379						
19	19	110	110	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	380						
19	19	108	108	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	381						
19	19	109	109	0.0	1/4	1/4	FiguredBass	12/8	4	1	0					1/4	#			
19	19	109	109	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	382						
19	19	110	110	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	383						
