mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	67					4
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	68					
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	69					
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	70					
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	71					
6	6	21	21	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	72					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	73					
6	6	22	22	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	74					
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	75					
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5	4	
6	6	22	22	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	76					
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	3		
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	77					
7	7	24	24	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	78					
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	79					5
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	80					
7	7	26	26	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	81					
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	82					
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	83					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	84					
7	7	25	25	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	85					
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	86					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	87					
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	88					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	89					
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	90					
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	91					
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	92					
7	7	26	26	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	93					
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	94					
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	9		
7	7	24	24	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	95					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	96					
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	8		
7	7	25	25	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	97					
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	98					
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	99					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
7	7	26	26	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	100					
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6		
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	101					
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	102					
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	103					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	104					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	105					
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	106					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	107					
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	108					
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	109					
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	110					
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	111					
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	112					
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	113					
8	8	28	28	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	114					
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	115					
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	116					
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	117					
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	118					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	119					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	120					
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	5	
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	121					
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	122					
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	123					
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	3		
8	8	29	29	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	124					
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	125					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	126					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	127					
9	9	32	32	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	128					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	129					
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	130					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	131					
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	132					
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	133					6
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	134					
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	135					
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	136					7
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	137					
9	9	33	33	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	138					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	139					
9	9	32	32	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	140					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	141					
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	142					
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	143					
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	144					
9	9	35	35	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	145					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	146					
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0					3/8	6		
9	9	32	32	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	147					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	148					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	149					
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	150					
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	151					
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	#		
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	152					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	153					
10	10	36	36	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	154					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	155					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	156					
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	157					8
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	158					
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	159					
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	160					
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	161					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	162					
10	10	37	37	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	163					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	164					
10	10	36	36	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	165					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	166					
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	167					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	168					
10	10	36	36	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	169					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	170					
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
10	10	38	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	171					
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	5		
10	10	39	39	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	172					
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	173					
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	174					
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	175					
11	11	41	41	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	176					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	177					
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	178					
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	179					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	180					
11	11	40	40	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	181					
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	182					
11	11	42	42	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	183					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	184					
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5	4	
11	11	40	40	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	185					
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	3		
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	186					
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5	4	
11	11	42	42	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	187					
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	3		
11	11	87/2	87/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	5		
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	188					
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	189					
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	190					
12	12	45	45	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	191					
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	192					
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	193					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	194					
12	12	44	44	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	195					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	196					
12	12	46	46	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	197					
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	198					
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	199					
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	200					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	201					
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	9		
12	12	44	44	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	202					
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	8		
12	12	91/2	91/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6		
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	203					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	5	
12	12	46	46	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	204					
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	205					
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	206					
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	#		
12	12	47	47	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	207					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	208					
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	209					
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	210					
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	211					
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	212					
13	13	50	50	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	213					
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	214					
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	215					
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	216					
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	217					
13	13	49	49	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	218					
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	219					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	220					
13	13	48	48	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	221					
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	222					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	223					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	224					
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5		
13	13	48	48	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	225					
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6		
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	226					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	5	
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	227					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	228					
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	229					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	230					
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	231					
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	232					
14	14	54	54	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	233					
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	234					
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	235					
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	236					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	237					
14	14	53	53	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	238					
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	239					
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	240					
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	241					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	242					
14	14	54	54	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	243					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	244					
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	5	
14	14	52	52	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	245					
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	5		
14	14	53	53	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	246					
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	9		
14	14	54	54	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	247					
14	14	55	55	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	8		
14	14	111/2	111/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	5		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	248					
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	249					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	250					
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	251					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	252					
15	15	58	58	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	253					
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	254					
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	255					
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	256					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	257					
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	258					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	259					
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	260					
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	261					
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	262					
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	263					
15	15	56	56	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	264					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	265					
