mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
5	5	17	17	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	43			
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	44			
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	45			
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	46			
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	47			
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	48			
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	49			
5	5	16	16	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	50			
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	51			
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	52			
5	5	18	18	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	53			
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	54			
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	4\	2\
5	5	16	16	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	55			
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6	
5	5	17	17	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	56			
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	57			
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	6	4
5	5	18	18	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	58			
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	5\	#
5	5	19	19	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	59			
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	60			
6	6	21	21	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	61			
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	62			
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	63			
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	64			
6	6	20	20	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	65			
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	66			
6	6	22	22	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	67			
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	68			
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	
6	6	20	20	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	69			
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6	
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	70			
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	5\	4
6	6	22	22	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	71			
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	3b	
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	72			
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	73			
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	74			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	75			
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	76			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	77			
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	78			
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	79			
7	7	25	25	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	80			
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	81			
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	6	5
7	7	24	24	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	82			
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	83			
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	3	
7	7	25	25	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	84			
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	4	2
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	5	
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	85			
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	86			
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	87			
8	8	29	29	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	88			
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	89			
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	90			
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	91			
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	92			
8	8	28	28	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	93			
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	94			
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	95			
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	96			
8	8	30	30	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	97			
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	98			
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	9	
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	99			
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	100			
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6	
8	8	29	29	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	101			
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	102			
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	5	4
8	8	30	30	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	103			
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	3b	
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	104			
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	105			
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	106			
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	107			
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	108			
9	9	33	33	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	109			
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	110			
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	111			
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	112			
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	113			
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	114			
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	6	5
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	115			
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	5	
9	9	33	33	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	116			
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	9	
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	117			
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	6	
9	9	35	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	118			
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	119			
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	120			
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	121			
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	122			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	123			
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	124			
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	125			
10	10	37	37	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	126			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	127			
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	128			
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	129			
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	130			
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	131			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	132			
10	10	36	36	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	133			
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6	
10	10	37	37	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	134			
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	135			
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	6	4
10	10	38	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	136			
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	5b	
10	10	39	39	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	137			
11	11	40	40	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	138			
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	139			
11	11	42	42	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	140			
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	141			
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	142			
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	143			
11	11	41	41	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	144			
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	145			
11	11	40	40	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	146			
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	147			
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	148			
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	149			
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	9	
11	11	40	40	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	150			
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	8	
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	151			
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	6	5
11	11	42	42	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	152			
11	11	43	43	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	153			
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	154			
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	155			
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	156			
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	157			
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	158			
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	159			
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	160			
12	12	45	45	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	161			
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	162			
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	163			
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	164			
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	165			
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	6\	
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	166			
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	b7	5
12	12	45	45	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	167			
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	6	4
12	12	46	46	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	168			
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	5	#
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	169			
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	170			
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	171			
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	172			
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	173			
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	174			
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	175			
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	6	#
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	176			
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	177			
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	178			
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	179			
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	180			
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	181			
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	182			
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	6	
14	14	52	52	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	183			
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/2	#	
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	184			
