mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
8	7	20	20	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	5__	4	
8	7	20	20	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	63							
8	7	21	21	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	_	#	
9	8	43/2	43/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	64							
9	8	24	24	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	65							
9	8	43/2	43/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	66							
9	8	24	24	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	67							
9	8	43/2	43/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	68							
9	8	45/2	45/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	69							
9	8	23	23	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	6		
9	8	23	23	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	70							
9	8	24	24	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	71							
10	9	49/2	49/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	72							
10	9	27	27	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	73							
10	9	49/2	49/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	74							
10	9	27	27	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	75							
10	9	49/2	49/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	6		
10	9	49/2	49/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	76							
10	9	51/2	51/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	77							
10	9	26	26	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	78							
10	9	27	27	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	79							
11	10	55/2	55/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	80							
11	10	30	30	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	81							
11	10	55/2	55/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	82							
11	10	30	30	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	83							
11	10	55/2	55/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	84							
11	10	57/2	57/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	85							
11	10	29	29	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	6		
11	10	29	29	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	86							
11	10	30	30	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	87							
12	11	61/2	61/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	88							
12	11	33	33	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	89							
12	11	61/2	61/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	90							
12	11	33	33	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	91							
12	11	61/2	61/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	6		
12	11	61/2	61/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	92							
12	11	63/2	63/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	93							
12	11	32	32	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	94							
12	11	33	33	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	95							
13	12	67/2	67/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	96							
13	12	36	36	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	97							
13	12	67/2	67/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	98							
13	12	36	36	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	99							
13	12	67/2	67/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	100							
13	12	69/2	69/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	101							
13	12	35	35	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	6		
13	12	35	35	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	102							
13	12	36	36	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	103							
14	13	73/2	73/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	104							
14	13	75/2	75/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	105							
14	13	38	38	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	106							
14	13	39	39	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	107							
14	13	73/2	73/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	108							
14	13	75/2	75/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	109							
14	13	38	38	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	110							
14	13	39	39	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	111							
14	13	73/2	73/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	9	7	
14	13	73/2	73/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	112							
14	13	75/2	75/2	0.0	1/4	1/4	FiguredBass	6/8	3	1	0							1/8	8	6	
14	13	38	38	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	7	5	
14	13	38	38	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	113							
15	14	79/2	79/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	114							4
15	14	81/2	81/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	115							
15	14	42	42	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	116							
15	14	79/2	79/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	117							5
15	14	81/2	81/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	118							
15	14	42	42	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	119							
15	14	79/2	79/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	6	4	
15	14	79/2	79/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	120							
15	14	81/2	81/2	0.0	1/4	1/4	FiguredBass	6/8	3	1	0							1/8	5	3	
15	14	41	41	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	6		
15	14	41	41	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	121							
16	15	85/2	85/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	122							6
16	15	43	43	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	123							
16	15	87/2	87/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	124							
16	15	44	44	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	125							
16	15	45	45	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	126							
16	15	85/2	85/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	127							7
16	15	43	43	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	128							
16	15	87/2	87/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	129							
16	15	44	44	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	130							
16	15	85/2	85/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	5		
16	15	85/2	85/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	131							
16	15	44	44	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	5__	4	
16	15	44	44	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	132							
16	15	45	45	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	_	3	
17	16	91/2	91/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	133							
17	16	93/2	93/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	134							
17	16	47	47	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	135							
17	16	48	48	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	136							
17	16	91/2	91/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	137							
17	16	91/2	91/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	138							
17	16	47	47	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	139							
18	17	97/2	97/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	140							
18	17	99/2	99/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	141							
18	17	50	50	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	142							
18	17	101/2	101/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	143							8
18	17	51	51	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	144							
18	17	99/2	99/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	145							
18	17	50	50	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	146							
18	17	51	51	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	147							
18	17	97/2	97/2	0.0	0	0	FiguredBass	6/8	3	1	0							5/8	6		
18	17	97/2	97/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	148							
18	17	99/2	99/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	149							
18	17	50	50	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	150							
18	17	51	51	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	5		
18	17	51	51	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	151							
19	18	103/2	103/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	152							
19	18	105/2	105/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	153							
19	18	53	53	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	154							
19	18	54	54	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	155							
19	18	103/2	103/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	156							
19	18	105/2	105/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	157							
19	18	53	53	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	158							
19	18	54	54	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	159							
19	18	103/2	103/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	160							
19	18	105/2	105/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	161							
19	18	53	53	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	162							9
19	18	107/2	107/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	163							
19	18	54	54	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	6	4+	
19	18	54	54	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	164							
20	19	109/2	109/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	165							
20	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	166							
20	19	56	56	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	167							10
20	19	113/2	113/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	168							
20	19	57	57	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	169							
20	19	109/2	109/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	170							
20	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	171							
20	19	56	56	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	172							
20	19	57	57	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	173							
20	19	109/2	109/2	0.0	0	0	FiguredBass	6/8	3	1	0							5/8	6		
20	19	109/2	109/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	174							
20	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	175							
20	19	56	56	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	176							
20	19	57	57	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	177							
21	20	115/2	115/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	178							
21	20	117/2	117/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	179							
21	20	59	59	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	180							
21	20	115/2	115/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	181							
21	20	60	60	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	182							
21	20	115/2	115/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	#		
21	20	115/2	115/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	183							
21	20	60	60	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	6		
21	20	60	60	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	184							
22	21	121/2	121/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	185							
22	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	186							
22	21	62	62	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	187							
22	21	121/2	121/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	188							
22	21	63	63	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	189							
22	21	121/2	121/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	7		
22	21	121/2	121/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	190							
22	21	63	63	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	6		
22	21	63	63	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	191							
23	22	127/2	127/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	192							
23	22	64	64	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	193							11
23	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	194							
23	22	65	65	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	195							12
23	22	131/2	131/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	196							
23	22	66	66	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	197							
23	22	127/2	127/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	198							
23	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	199							
23	22	65	65	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	200							
23	22	66	66	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	201							
23	22	127/2	127/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	7	#	
23	22	127/2	127/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	202							
23	22	66	66	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	6		
23	22	66	66	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	203							
24	23	133/2	133/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	204							13
24	23	67	67	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	205							
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	206							
24	23	68	68	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	207							
24	23	69	69	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	208							
24	23	133/2	133/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	209							
24	23	67	67	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	210							
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	211							
24	23	68	68	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	212							
24	23	133/2	133/2	0.0	0	0	FiguredBass	6/8	3	1	0							1/4	6	4+	
24	23	133/2	133/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	213							
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	214							
24	23	68	68	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							1/4	5__	4	
24	23	68	68	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	215							
24	23	69	69	0.0	5/8	5/8	FiguredBass	6/8	3	1	0							1/8	_	#	
24	23	69	69	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	216							
25	24	139/2	139/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	217							
25	24	71	71	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	218							
25	24	72	72	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	219							
25	24	139/2	139/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	220							
25	24	71	71	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	221							
25	24	139/2	139/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	222							
25	24	71	71	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	6	5	
25	24	71	71	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	223							
26	25	145/2	145/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	224							
26	25	74	74	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	225							
26	25	145/2	145/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	226							
26	25	74	74	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	227							
26	25	145/2	145/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	b		
26	25	145/2	145/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	228							
26	25	74	74	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	#		
26	25	74	74	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	229							
27	26	151/2	151/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	230							
27	26	76	76	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	231							
27	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	232							
27	26	77	77	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	233							
27	26	78	78	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	234							
27	26	151/2	151/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	235							
27	26	151/2	151/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	7		
27	26	151/2	151/2	3.0	0	0	Chord	6/8	3	1	3/4	1/2	3/2	236							
27	26	77	77	0.0	3/8	3/8	FiguredBass	6/8	3	1	0							3/8	6		
28	27	157/2	157/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	237							
28	27	80	80	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	238							
28	27	157/2	157/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	239							
28	27	80	80	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	240							
28	27	157/2	157/2	0.0	0	0	FiguredBass	6/8	3	1	0							3/8	#		
28	27	157/2	157/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	241							
28	27	80	80	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	242							
29	27	81	81	0.5	0	5/8	Chord	6/8	1	1	1/8	1/8	1	243							
29	27	81	81	0.5	0	5/8	Chord	6/8	2	1	1/8	1/8	1	244							
30	28	163/2	163/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	245							
30	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	246							
30	28	83	83	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	247							
30	28	84	84	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	248							
30	28	163/2	163/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	249							
